year;jounral;title;url
2007;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 38 …;A Direct_ Time Dependent_ Lanczos Propagation Method for Non-Orthogonal Basis Sets;
2007;;A Time-dependent study of photoelectron angular distributions due to laser-induced continuum structures;
2007;Physical Review A 75 (4)_ 042704;Ionization and ionization–excitation of helium to the states of by electron impact;https://hekyll.services.adelaide.edu.au/dspace/bitstream/2440/56105/2/hdl_56105.pdf
2007;AIP Conference Proceedings 901 (1)_ 117-126;High‐Precision Cross Sections for Low‐Energy Electron‐Atom Collisions;
2007;Physical Review A 75 (3)_ 032718;Effects of the final-state electron-ion interactions on the fully differential cross sections for heavy-particle-impact ionization of helium;https://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1344&context=phys_facwork
2007;Physical Review Letters 98 (10)_ 109302;Czasch et al. Reply;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Czasch-et-al-Reply/991005544191007891?repId=12136347070007891&mId=13136862440007891&institution=61MUN_INST
2007;Journal of Physics B: Atomic_ Molecular and Optical Physics 40 (4)_ F43;B-Spline R-matrix calculations for the spin asymmetry function in electron-impact excitation of argon and krypton;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/229908495_B-Spline_R-matrix_calculations_for_the_spin_asymmetry_function_in_electron-impact_excitation_of_argon_and_krypton/links/0c960528f10e14eeef000000/B-Spline-R-matrix-calculations-for-the-spin-asymmetry-function-in-electron-impact-excitation-of-argon-and-krypton.pdf
2007;Physical Review Letters 98;Comment on" Partial photoionization cross sections and angular distributions for double excitation of helium up to the N= 13 threshold";
2007;Physical review letters 98 (10);Comment on: Partial photoionization cross sections and angular distributions for double excitation of helium up to the N= 13 threshold. Authors' reply;
2007;Науковий вісник Ужгородського університету. Серія Фізика 21_ 234-239;ДВОКОЛІРНА ІОНІЗАЦІЯ АТОМІВ ФЕМТОСЕКУНДНИМИ ІМПУЛЬСАМИ;
2007;;Superelastic electron scattering from laser-excited cesium atoms;https://fac.flinders.edu.au/bitstream/2328/8552/1/2006005719.pdf
2007;Науковий вісник Ужгородського університету. Сер.: Фізика_ 234-239;Two color atomic photoionization by femtosecond pulses;http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/Nvuufiz_2007_21_45.pdf
2007;PHYSICAL REVIEW A: atomic_ molecular_ and optical physics 75 (3)_ 32718;PART B-Atomic and molecular collisions and interactions-Effects of the final-state electron-ion interactions on the fully differential cross sections for heavy-particle-impact …;
2006;Photonic_ Electronic And Atomic Collisions-Proceedings Of The Xxiv …;AN (e_ y2e) EXPERIMENT FOR SIMULTANEOUS IONIZATION-EXCITATION OF HELIUM TO THE He*(2P) ²P STATES BY ELECTRON IMPACT;
2006;Photonic_ Electronic and Atomic Collisions_ 261-264;Absolute angle-Differential cross sections for excitation of neon atoms by electrons of energy 16.6-19.2 ev;
2006;Physical Review A 74 (5)_ 052708;Low-energy electron scattering from Ca atoms and photodetachment of Ca−;
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (22)_ 4659;Controlling the angular distribution of atomic photoelectrons in the region of laser-induced continuum structure in the femtosecond time domain;https://www.researchgate.net/profile/Alexei-Grum-Grzhimailo/publication/229908536_Controlling_the_angular_distribution_of_atomic_photoelectrons_in_the_region_of_laser-induced_continuum_structure_in_the_femtosecond_time_domain/links/02e7e52b5216e26bc6000000/Controlling-the-angular-distribution-of-atomic-photoelectrons-in-the-region-of-laser-induced-continuum-structure-in-the-femtosecond-time-domain.pdf
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (21)_ 4435;Total polarization of the 185 nm emission line of mercury excited by electron impact;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Total-polarization-of-the-185-nm/991005541810307891?repId=12135602000007891&mId=13136956450007891&institution=61MUN_INST
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (20)_ 4179;Benchmark experiment and theory for near-threshold excitation of helium by electron impact;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Benchmark-experiment-and-theory-for-near-threshold/991005540445807891?repId=12135165070007891&mId=13136887340007891&institution=61MUN_INST
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (20)_ 4097;Single ionization of helium by 102 eV electron impact: three-dimensional images for electron emission;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Single-ionization-of-helium-by-102/991005540295007891?repId=12135138190007891&mId=13137137430007891&institution=61MUN_INST
2006;APS Annual Gaseous Electronics Meeting Abstracts_ FPT. 103;High-precision calculations for electron collisions with krypton and xenon.;
2006;APS Annual Gaseous Electronics Meeting Abstracts_ SRP. 103;Effects of Electron Exchange in Fully Differential Cross Sections for Charged Particle Ionization;
2006;APS Annual Gaseous Electronics Meeting Abstracts_ SRP. 103;Importance of Relativistic effects and Exchange between Bound and Continuum Electrons on Electron Impact Ionization of Xenon.;
2006;APS Annual Gaseous Electronics Meeting Abstracts_ FPT. 103;Benchmark Measurements and Theory for Electronic Excitation of He by Electron Impact;
2006;Physical Review A 74 (3)_ 032708;Electron-impact ionization cross sections out of the ground and excited states of cesium;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Electron-impact-ionization-cross-sections-out-of/991005544630807891?repId=12136418200007891&mId=13136805310007891&institution=61MUN_INST
2006;Physical Review A 74 (3)_ 030701;Near-threshold absolute angle-differential cross sections for electron-impact excitation of argon and xenon;https://folia.unifr.ch/documents/300086/files/allan_nta.pdf
2006;Physical Review. A 74 (3);Electron-impact ionization cross sections out of the ground and excited states of cesium;
2006;Physical Review A 74 (1)_ 012509;Laser transition probabilities in Xe I;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/235570652_Laser_transition_probabilities_in_Xe_I/links/5c3f4d88a6fdccd6b5b183c2/Laser-transition-probabilities-in-Xe-I.pdf
2006;Verhandlungen der Deutschen Physikalischen Gesellschaft 41;Absolute angular-differential excitation cross sections for electron-neon collision in the energy range of 16.6-19.2 eV; Absolute winkeldifferentielle Anregungsquerschnitte …;
;;;
;;;
;;;
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (12)_ 2861;Oscillator strengths for allowed and intercombination transitions in neutral sulfur;
2006;Physical review letters 96 (22)_ 223201;Electron-Impact Ionization and Excitation of Helium to the n= 1–4 Ionic States;https://hekyll.services.adelaide.edu.au/dspace/bitstream/2440/55764/1/hdl_55764.pdf
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (12)_ 2827;Investigation of the (e_ 2e) single ionization of He and Ar at large energy loss close to minimum momentum transfer;
2006;Physical Review A 73 (6)_ 062701;Near-threshold electron-impact excitation of the (3 p 5 4 s 4 p) 4 S 3∕ 2 quasimetastable state in potassium;
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (11)_ 2403;(e_ eγ)-coincidence studies to determine spin-resolved Stokes parameters of the 185 nm emission line in mercury;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/e-e%CE%B3-coincidence-studies-to-determine-spin-resolved/991005540467307891?repId=12135141770007891&mId=13136772140007891&institution=61MUN_INST
2006;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 37 …;Near-threshold electron-impact excitation of the 3^ 3S and 3^ 1S states of Helium.;
2006;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 37 …;Effect of Exchange Distortion on Spin Polarized Electron-Xenon Scattering;
2006;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 37 …;Electron Impact Ionization Cross Sections in Rb and Cs.;
2006;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 37 …;PCI effects in electron-impact excitation of the (3p^54s^2)^2PJ levels in potassium.;
2006;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 37 …;B-Spline Breit-Pauli R-matrix calculations for electron collisions with Krypton and Xenon.;
2006;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 37 …;Importance of Different Interactions for Simultaneous Excitation-Ionization of Helium by Electron Impact;
2006;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 37 …;Simultaneous (e_ 2e) Ionization-Excitation of Helium.;
2006;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 37 …;Phase transitions in rotating Bose-Einstein condensates.;
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (9)_ 2145;B-spline calculations of oscillator strengths in neutral argon;https://www.academia.edu/download/44886160/B-spline_calculations_of_oscillator_stre20160419-26546-yp2m39.pdf
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (6)_ 1547;Integral cross sections for electron-impact excitation of the 33S and 31S states of He near threshold;
2006;APS March Meeting Abstracts_ D43. 011;Nucleation and growth of vortices in a rotating BEC;
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (6)_ L139;Absolute angle-differential cross sections for electron-impact excitation of neon atoms from threshold to 19.5 eV;https://folia.unifr.ch/documents/299957/files/allan_aad.pdf
2006;Physical Review A 73 (2)_ 022714;Low-energy photodetachment of O−;
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (5)_ 1237;Low-energy elastic electron scattering by atomic oxygen;
2006;AIP Conference Proceedings 811 (1)_ 203-208;A Hybrid DWBA—R‐Matrix Approach for Charged‐Particle Impact Ionization of Atoms;
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39 (3)_ 591;The role of cascade processes in electron-impact excitation of the (3p54s2) 2P3/2_ 1/2 autoionizing levels in potassium;https://www.academia.edu/download/43727516/The_role_of_cascade_processes_in_electro20160314-23421-7unokh.pdf
2006;JOURNAL OF PHYSICS B: ATOMIC_ MOLECULAR AND OPTICAL PHYSICS 39 (11)_ 2403-2410;JÜTTEMANN F. 1_ HANNE GF 1_ MUKTAVAT K. 2_ SHARMA L. 2;
2006;Journal of Physics B: Atomic_ Molecular and Optical Physics 39_ 4961;Investigation of the (e_ 2e) single ionisation of He and Ar at large energy loss and close to minimum momentum transfer;
2006;Physical Review-Section A-Atomic Molecular and Optical Physics 74 (3)_ 30701R;PART A-RAPID COMMUNICATIONS-Atomic and molecular collisions and interactions-Near-threshold absolute angle-differential cross sections for electron-impact excitation of argon …;
2006;Photonic_ Electronic And Atomic Collisions_ 364-367;AN (e_γ2e) EXPERIMENT FOR SIMULTANEOUS IONIZATION-EXCITATION OF HELIUM TO THE He+(2P)2P STATES BY ELECTRON IMPACT;
2006;Photonic_ Electronic And Atomic Collisions_ 253-260;The B-Spline R-Matrix Method for Electron and Photon Collisions with Atoms and Ions;
2005;Physical review letters 95 (24)_ 243003;Partial photoionization cross sections and angular distributions for double excitation of helium up to the N= 13 threshold;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Partial-photoionization-cross-sections-and-angular/991005544838707891?repId=12136480730007891&mId=13136938730007891&institution=61MUN_INST
2005;Physical review letters 95 (23)_ 230406;Nucleation and growth of vortices in a rotating Bose-Einstein condensate;https://hal.science/docs/00/02/59/84/PDF/article.pdf
2005;Journal of Physics B: Atomic_ Molecular and Optical Physics 38 (22)_ 4123;Electron scattering from magnesium at an incident energy of 20 eV;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Electron-scattering-from-magnesium-at-an/991005541192607891?repId=12135446430007891&mId=13137078410007891&institution=61MUN_INST
2005;Bulletin of the American Physical Society;Approximating the Green's Function in Evaluating Second-Order Amplitudes;
2005;Bulletin of the American Physical Society;High-Precision Cross Sections for Electron-Atom Collisions in Laser and Lighting Applications;
2005;Journal of Physics B: Atomic_ Molecular and Optical Physics 38 (18)_ 3349;Channel coupling and relativistic effects in electron-impact excitation of rubidium;
2005;Journal of Physics B: Atomic_ Molecular and Optical Physics 38 (18)_ 3359;Spin asymmetries in elastic and inelastic scattering from rubidium;https://www.researchgate.net/profile/William-Macgillivray/publication/231023408_Spin_asymmetries_in_elastic_and_inelastic_scattering_from_rubidium/links/02bfe51117a8cbdf2c000000/Spin-asymmetries-in-elastic-and-inelastic-scattering-from-rubidium.pdf
2005;Physical Review A 72 (3)_ 032702;Exchange distortion and postcollision interaction for intermediate-energy electron-impact ionization of argon;https://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1281&context=phys_facwork
2005;Physical Review A 72 (2)_ 022728;Channel-coupling_ target-structure_ and second-order effects in electron-impact ionization of Ar (3 p) and Ar (3 s);
2005;Physical Review A 72 (2)_ 020702;Benchmark calculations for electron collisions with Fe+;
2005;Physical review letters 95 (3)_ 033201;Triple Coincidence (e_ γ 2 e) Experiment for Simultaneous Electron Impact Ionization Excitation of Helium;https://scholar.archive.org/work/jr6o6ilmvjha5g3ygvyaendtla/access/wayback/http://pdfs.semanticscholar.org/bdbf/c26e38fbc014cc6d988099f078434cb11aa2.pdf
2005;AIP conference proceedings 777 (1)_ 72-83;Multi‐vortex phase transitions in rotating Bose‐Einstein condensates;
2005;;Close coupling approach to electron-hydrogen ionisation;
2005;Physical Review A 71 (5)_ 052716;Electron-impact ionization of helium for equal-energy-sharing kinematics;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Electron-impact-ionization-of-helium-for-equal-energy-sharing/991005543115107891?repId=12135958800007891&mId=13136861540007891&institution=61MUN_INST
2005;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 36 …;R-matrix with pseudo-states calculation for electron scattering from rubidium;
2005;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 36 …;Electron-impact excitation of FeII;
2005;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 36 …;Nucleation and growth of vortical Wigner molecules in a rotating BEC.;
2005;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 36 …;Channel-coupling and second-order effects in electron-impact excitation of Ar (3p) and Ar (3s);
2005;Physical Review A 71 (4)_ 042702;Electron-impact excitation of carbon;https://www.researchgate.net/profile/Oleg-Zatsarinny/publication/27283848_Electron-impact_excitation_of_carbon/links/5cf40e0d4585153c3daec27f/Electron-impact-excitation-of-carbon.pdf
2005;Journal of Physics B: Atomic_ Molecular and Optical Physics 38 (8)_ 1189;Model sensitivity of theoretical results for ionization–excitation of helium;
2005;Journal of Physics B: Atomic_ Molecular and Optical Physics 38 (8)_ 1081;Electron impact excitation of the (3p54s2) 2P3/2_ 1/2 autoionizing states in potassium;https://www.researchgate.net/profile/Alexei-Grum-Grzhimailo/publication/229908555_Electron_impact_excitation_of_the_3p54s2P-23212_autoionizing_states_in_potassium/links/00b4952b5220a4ede5000000/Electron-impact-excitation-of-the-3p54s2P-23-2-1-2-autoionizing-states-in-potassium.pdf
2005;Physical Review A 71 (3)_ 032718;Direct ionization of heavy noble gases by positron impact;
2005;Physical Review A 71 (2)_ 022716;Benchmark calculations for electron collisions with zinc atoms;
2005;Journal of Physics B: Atomic_ Molecular and Optical Physics 38 (4)_ 433;Experimental and theoretical (e_ 2e) studies of argon (3p) ionization in asymmetric geometry;
2005;Physical Review A 71 (1)_ 012704;Low-lying resonances in electron-neon scattering: Measurements at resolution and comparison with theory;
2005;Physical Review Letters 95 (24)_ 243003-243200;Atomic_ Molecular_ and Optical Physics-Partial Photoionization Cross Sections and Angular Distributions for Double Excitation of Helium up to the N= 13 Threshold;
2005;Physical Review-Section A-Atomic Molecular and Optical Physics 72 (3)_ 32702 …;PART A-Atomic and molecular collisions and interactions-Exchange distortion and postcollision interaction for intermediate-energy electron-impact ionization of argon;
2005;Physical Review-Section A-Atomic Molecular and Optical Physics 71 (1)_ 12704 …;Atomic and molecular collisions and interactions-Low-lying resonances in electron-neon scattering: Measurements at 4-meV resolution and comparison with theory;
2004;Journal of Physics B: Atomic_ Molecular and Optical Physics 37 (23)_ 4693;B-spline Breit–Pauli R-matrix calculations for electron collisions with argon atoms;
2004;Journal of Physics D: Applied Physics 37 (22)_ 021;Cross sections and transport coefficients for electrons in Zn vapour;
2004;Journal of Physics B: Atomic_ Molecular and Optical Physics 37 (22)_ L371;Electron-impact broadening of Sr+ lines in ultracold neutral plasmas;https://www.researchgate.net/profile/Daniel-Vrinceanu/publication/228527969_Electron-impact_broadening_of_Sr_lines_in_ultracold_neutral_plasmas/links/02bfe50cb63bc02ef6000000/Electron-impact-broadening-of-Sr-lines-in-ultracold-neutral-plasmas.pdf
2004;New Journal of Physics 6 (1)_ 145;Electron-impact-induced transitions in molybdenum and their use in modelling of a moly-oxide discharge lamp;https://iopscience.iop.org/article/10.1088/1367-2630/6/1/145/pdf
2004;Journal of Physics B: Atomic_ Molecular and Optical Physics 37 (19)_ 3809;Dipole polarization in coherently excited Stark manifolds;
2004;APS Annual Gaseous Electronics Meeting Abstracts_ ES1. 028;B-Spline R-matrix calculations for electron collisions with quasi-two-electron atoms.;
2004;APS Annual Gaseous Electronics Meeting Abstracts_ ES1. 027;B-Spline Breit-Pauli R-matrix calculations for electron collisions with heavy noble gases.;
2004;Physical Review A 70 (1)_ 012707;Angle-differential cross sections and spin-asymmetry parameters for spin-polarized electron-impact excitation of spin-polarized cesium atoms;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Angle-differential-cross-sections-and-spin-asymmetry-parameters/991005545197207891?repId=12136619860007891&mId=13136716750007891&institution=61MUN_INST
2004;;Cross sections and transport properties for electrons in Zn vapour;
2004;The 31st IEEE International Conference on Plasma Science_ 2004. ICOPS 2004 …;Electron-impact excitation of xenon;
2004;Journal of Physics B: Atomic_ Molecular and Optical Physics 37 (13)_ 2617;On the convergence of close-coupling results for low-energy electron scattering from magnesium;
2004;Physical Review A 69 (6)_ 062706;Close-coupling and distorted-wave calculations for electron-impact excitation of the (5 p 5 6 p) states of xenon;https://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1333&context=phys_facwork
2004;Journal of applied physics 95 (10)_ 5284-5294;Kinetic pathways to visible emission from a moly–oxide–argon discharge bulb;
2004;Journal of Physics B: Atomic_ Molecular and Optical Physics 37 (10)_ 2173;B-spline Breit–Pauli R-matrix calculations for electron collisions with neon atoms;
2004;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 35 …;Electron-impact ionization of complex atoms;
2004;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 35 …;Polarization effects in ionization-excitation of helium;
2004;APS Division of Atomic_ Molecular and Optical Physics Meeting Abstracts 35 …;Benchmark calculations for electron collisions with Mg.;
2004;Physical Review A 69 (4)_ 044704;Ionization of rubidium by electrons;https://digital.library.adelaide.edu.au/dspace/bitstream/2440/39463/2/hdl_39463.pdf
2004;International Journal of Mass Spectrometry 233 (1-3)_ 39-43;Calculated cross sections for the electron-impact ionization of excited argon atoms using the DM formalism;
2004;Journal of Physics B: Atomic_ Molecular and Optical Physics 37 (5)_ 1073;Integral cross section for electron-impact excitation of the 3p53d states of argon;
2004;Physical Review-Section A-Atomic Molecular and Optical Physics 70 (1)_ 12707 …;Atomic and molecular collisions and interactions-Angle-differential cross sections and spin-asymmetry parameters for spin-polarized electron-impact excitation of spin-polarized …;
2004;International Journal of Mass Spectrometry 233_ 405-406;Grum-Grzhimailo_ AN_ 39;
2004;Physica Scripta 2004 (T110)_ 200;Box-based convergent close-coupling calculations of electron–hydrogen ionisation cross sections;
2003;Correlation and Polarization in Photonic_ Electronic_ and Atomic Collisions …;50311_ USA** School of Chemistry_ Physics and Earth Sciences_ Flinders University_ GPO Box 2100_ Adelaide 5001_ Australia Abstract. We outline progress in a broad range of …;
2003;AIP Conference Proceedings 697 (1)_ 213-218;Simultaneous Ionization‐Excitation:(e_ γ)_(e_ 2e)_(e_ eγ) and (e_ 2eγ);
2003;New Journal of Physics 5 (1)_ 159;An experimental and theoretical study of transient negative ions in Mg_ Zn_ Cd and Hg;https://iopscience.iop.org/article/10.1088/1367-2630/5/1/159/pdf
2003;Journal of Physics B: Atomic_ Molecular and Optical Physics 37 (1)_ 247;Electron impact excitation of the argon 3p54s configuration: differential cross-sections and cross-section ratios;https://www.researchgate.net/profile/Rajesh-Srivastava-10/publication/243413564_Electron_impact_excitation_of_the_argon_3p54s_configuration_Differential_cross-sections_and_cross-section_ratios/links/00b4952729971a065c000000/Electron-impact-excitation-of-the-argon-3p54s-configuration-Differential-cross-sections-and-cross-section-ratios.pdf
2003;Journal of Physics. B_ Atomic_ Molecular and Optical Physics 36;Alignment after 2p ionization of Na atoms by electron impact: the 2p {sup 5} 3s {sup 1} P {sub 1} and {sup 3} P {sub 1} states;
2003;APS Division of Plasma Physics Meeting Abstracts 45_ KP1. 052;Electron-impact excitation of xenon;
2003;APS Annual Gaseous Electronics Meeting Abstracts_ SRP. 019;Differential Electron Impact Excitation of Argon;
2003;APS Annual Gaseous Electronics Meeting Abstracts_ QR1. 005;Low-energy electron collisions with quasi-two electron atoms;
2003;APS Annual Gaseous Electronics Meeting Abstracts_ WF2. 002;Calculations of Electron Collision Cross Sections for Lighting Applications;
2003;APS Annual Gaseous Electronics Meeting Abstracts_ SRP. 021;Distorted-Wave vs. Close-Coupling Calculations for Electron-Impact Excitation to the 3p^ 53d Levels of Ar I;
2003;Journal of Physics B: Atomic_ Molecular and Optical Physics 36 (19)_ 3961;Alignment after 2p ionization of Na atoms by electron impact: the 2p53s 1P1 and 3P1 states;https://www.researchgate.net/profile/Alexei-Grum-Grzhimailo/publication/231145599_Alignment_after_2p_ionization_of_Na_atoms_by_electron_impact_The_2p53s_1P1_and_3P1_states/links/00b4952c3f02546722000000/Alignment-after-2p-ionization-of-Na-atoms-by-electron-impact-The-2p53s-1P1-and-3P1-states.pdf
2003;Journal of Physics B: Atomic_ Molecular and Optical Physics 36 (18)_ 3877;Validation of orientation propensities in electron-impact excitation of lead;
2003;Physical Review A 68 (2)_ 020702;Unambiguous ionization amplitudes for electron-hydrogen scattering;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Unambiguous-ionization-amplitudes-for-electron-hydrogen-scattering/991005543704207891?repId=12136163480007891&mId=13136891520007891&institution=61MUN_INST
2003;Journal of Physics B: Atomic_ Molecular and Optical Physics 36 (16)_ 3383;Ionization–excitation of helium to He+ (2p) magnetic sublevels following electron_ proton_ and molecular hydrogen (H2+ and H3+) impact;https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2c8c13f23fe9a097a076ea4d50debc41b771236c
2003;Journal of Physics B: Atomic_ Molecular and Optical Physics 36 (16)_ 3425;Box-based and Laguerre-based convergent close-coupling calculations of electron–helium ionization;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Box-based-and-Laguerre-based-convergent-close-coupling-calculations/991005542368707891?repId=12135717300007891&mId=13137106510007891&institution=61MUN_INST
2003;Journal of Physics B: Atomic_ Molecular and Optical Physics 36 (15)_ 3325;Time-dependent model calculations for a molecular hydrogen ion in a strong ultra-short laser pulse;https://www.academia.edu/download/30766955/Fr047.pdf
2003;Physical Review A 67 (6)_ 060704;Box-based convergent close-coupling method for solving Coulomb few-body problems;https://researchportal.murdoch.edu.au/esploro/fulltext/journalArticle/Box-based-convergent-close-coupling-method-for-solving/991005545122407891?repId=12136572610007891&mId=13137023390007891&institution=61MUN_INST
2003;Nuclear Instruments and Methods in Physics Research. Section B_ Beam …;Ionization-excitation magnetic sublevel cross sections for He {sup+}(2p){sup 2} P {sup 0} states following fast electron and proton impact;
2003;Nuclear Instruments and Methods in Physics Research Section B: Beam …;Ionization–excitation magnetic sublevel cross sections for He+ (2p) 2P0 states following fast electron and proton impact;https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d36c16b5d1a46a550c67d600ad6351e39f4fe72e
2003;digital Encyclopedia of Applied Physics_ 211-282;Electron Scattering by Atoms_ Ions_ and Molecules;
2003;Physical Review A 67 (3)_ 032707;Cascade effects in the excitation of np 5 (n+ 1) p states of krypton and xenon atoms by polarized electrons;
2003;Physical Review-Section A-Atomic Molecular and Optical Physics 67 (6)_ 60704R;RAPID COMMUNICATIONS-Atomic and molecular collisions and interactions-Box-based convergent close-coupling method for solving Coulomb few-body problems;
2003;Atomic Data and Nuclear Data Tables 83 (1)_ 45-69;Scattering angle-integrated (total) and magnetic sublevel cross-sections and degree of linear polarization for electron and proton induced excitation [HeI (1snp) 1P0 (n= 2–5 …;https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=c65c3ed06a994f653aad153635b8755af955431c
2003;CONFERENCE SERIES-INSTITUTE OF PHYSICS 172_ 57-66;Recent developments in simultaneous ionization-excitation of quasi-two-electron targets;
2003;AIP Conference Proceedings 697_ 193-198;Various problems in electron-atom collision theory;https://researchportal.murdoch.edu.au/esploro/fulltext/conferencePaper/Various-problems-in-electron-atom-collision-theory/991005542584007891?repId=12135850080007891&mId=13136827910007891&institution=61MUN_INST
2003;American Institute of Physics;Studies of spin-polarized electron scattering from rubidium;https://hekyll.services.adelaide.edu.au/dspace/bitstream/2440/39462/1/hdl_39462.pdf
2003;The European Physical Journal D-Atomic_ Molecular_ Optical and Plasma …;A novel electron scattering apparatus combining a laser photoelectron source and a triply differentially pumped supersonic beam target: characterization and results for the …;
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 36 (1)_ 163;Electron-impact excitation of He 3 1D: channel-coupling effects on the orientation_ charge cloud_ and cross section;
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 36 (1)_ L9;Ultralow-energy electron scattering from alkaline-earth atoms: the scattering-length limit;https://lweb.cfa.harvard.edu/~hrs/PubList/JPBe-alkaline2003.pdf
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 35 (24)_ 5121;Accuracy of local exchange in the calculation of continuum wavefunctions;
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 35 (24)_ 5035;Vector (e_ e′ γ) correlations in ionization–excitation of He by electron impact;https://www.academia.edu/download/44944230/Vector_e_e_correlations_in_ionization20160421-15209-11lxexb.pdf
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 35 (23)_ L527;Convergent R-matrix with pseudostates calculations for electron-impact ionization of the n= 2 states in helium;
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 35 (21)_ 4439;Orientation propensities in spin-resolved electron-impact excitation of mercury;https://www.academia.edu/download/44886129/Orientation_propensities_in_spin-resolve20160419-26549-su48iw.pdf
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 35 (21)_ 4507;Search for relativistic effects in electron-impact S→ P excitation of heavy alkali atoms: polarization_ alignment and orientation in Cs;
2002;APS Annual Gaseous Electronics Meeting Abstracts_ SR2. 003;Near-threshold electron-impact excitation of xenon;
2002;APS Annual Gaseous Electronics Meeting Abstracts_ GTP. 007;Low-energy electron collisions with molybdenum atoms.;
2002;Polarization Measurement_ Analysis_ and Applications V 4819_ 118-128;Polarization measurements of the extreme ultraviolet (EUV) emission following excitation and ionization-excitation of helium by fast electron_ proton_ and molecular hydrogen …;
2002;Physical Review A 66 (2)_ 022705;Detailed experimental and theoretical study of elastic scattering at intermediate energies in the electron-cesium system;
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 35 (16)_ 3479;Near-threshold electron-impact excitation of 5p56s states in Xe: an R-matrix study;https://www.researchgate.net/profile/Alexei-Grum-Grzhimailo/publication/238964337_Near-threshold_electron-impact_excitation_of_5p56s_states_in_Xe_An_R-matrix_study/links/0c96052c3f3303dbeb000000/Near-threshold-electron-impact-excitation-of-5p56s-states-in-Xe-An-R-matrix-study.pdf
2002;Journal of Physics B: Atomic_ Molecular and Optical Physics 35 (13)_ 2899;Electron-impact excitation of molybdenum from the (4d55s) a7S ground state;
2002;Physical Review A 65 (6)_ 062715;Convergence of energy-differential ionization cross sections obtained from a T-matrix approach with R-matrix wave functions;https://www.academia.edu/download/41163478/Convergence_of_energy-differential_ioniz20160114-27615-1wrzk33.pdf
